palabra,gematria,reduccion,traduccion,pagina
כספנו,216,9,nuestroPrecio,G140
כי,30,3,pues,G140
כל,50,5,toda,G140
העשר,575,17,laRiqueza,G140
אשר,501,6,que,G140
הציל,135,9,quito,G140
אלהים,646,16,dios,G140
מאבינו,109,10,deNuestroPadre,G140
לנו,86,14,paraNosotros,G140
הוא,12,3,esa,G140
ולבנינו,154,10,yParaNuestrosHijos,G140
ועתה,481,13,yAhora,G140
כל,50,5,todo,G140
אשר,501,6,loQue,G140
אמר,241,7,dijo,G140
אלהים,646,16,dios,G140
אליך,541,10,aTi,G140
עשה,375,15,haz,G140
ויקם,716,14,ySeLevanto,G140
יעקב,182,11,jacob,G140
וישא,317,11,yPuso,G140
את,401,5,**,G140
בניו,68,14,susHijos,G140
ואת,407,11,y**,G140
נשיו,366,15,susMujeres,G140
על,100,1,sobre,G140
הגמלים,688,22,losCamellos,G140
וינהג,74,11,yCondujo,G140
את,401,5,**,G140
כל,50,5,todo,G140
מקנהו,210,3,suGanado,G140
ואת,407,11,y**,G140
כל,50,5,todo,G140
רכשו,526,13,suGanancia,G140
אשר,501,6,que,G140
רכש,520,7,acumulo,G140
מקנה,195,15,ganadoDe,G140
קנינו,216,9,suPosecion,G140
אשר,501,6,que,G140
רכש,216,9,acumulo,G140
בפדן,786,21,enPan,G140
ארם,801,9,aram,G140
לבוא,39,12,paraIr,G140
אל,31,4,a,G140
יצחק,208,10,isaac,G140
אביו,19,10,suPadre,G140
ארצה,296,17,aTierraDe,G140
כנען,840,12,canaan,G140
ולבן,738,18,yLaban,G140
הלך,535,13,fue,G140
לגזז,47,11,aTrasquilar,G140
את,401,5,**,G140
צאנו,147,12,susOvejas,G140
ותגגב,414,9,yHurto,G140
רחל,238,13,raquel,G140
את,401,5,**,G140
התרפים,1295,17,losIdolos,G140
אשר,501,6,que,G140
לאביה,48,12,aSuPadre,G140
ויגנב,71,8,yEngaño,G140
יעקב,182,11,jacob,G140
את,401,5,**,G140
לב,32,5,corazonDe,G140
לבן,732,12,laban,G140
הארמי,256,13,elArameo,G140
על,100,1,por,G140
בלי,42,6,no,G140
הגיד,22,4,decir,G140
לו,36,9,aEl,G140
כי,30,3,que,G140
ברח,210,3,marchaba,G140
הוא,12,3,el,G140
ויברח,226,10,yHuyo,G140
הוא,12,3,el,G140
וכל,56,11,yTodo,G140
אשר,501,6,loQue,G140
לו,36,9,aEl,G140
ויקם,716,14,ySeLevanto,G140
ויעבר,288,18,yCruzo,G140
את,401,5,**,G140
הנהר,260,8,elRio,G140
וישם,916,16,yPuso,G140
את,401,5,**,G140
פניו,146,11,suRostro,G140
הר,205,7,monteDe,G140
הגלעד,112,4,elGuilad,G140
ויגד,23,5,yFueDicho,G140
ללבן,762,15,aLaban,G140
ביום,618,15,enElDias,G140
השלישי,655,16,elTercero,G140
כי,30,3,que,G140
ברח,210,3,marcha,G140
יעקב,182,11,jacob,G140
ויקח,124,7,yTomo,G140
את,401,5,**,G140
אחיו,25,7,susHermanos,G140
עמו,116,8,conEl,G140
וירדף,1020,3,yPersiguio,G140
אחריו,225,9,trasEl,G140
דרך,704,11,caminoDe,G140
שבעת,772,16,siete,G140
ימים,660,12,dias,G140
וידבק,122,5,yAlcanzo,G140
אתו,407,11,aEl,G140
בהר,207,9,enMonteDe,G140
הגלעד,112,4,enGuilad,G140
ויבא,19,10,yVino,G140
אלהים,646,16,dios,G140
אל,31,4,a,G140
לבן,732,12,laban,G140
הארמי,256,13,elArameo,G140
בחלם,640,10,enSueño,G140
הלילה,80,8,laNoche,G140
ויאמר,257,14,yDijo,G140
לו,26,8,aEl,G140
השמר,545,14,cuidado,G140
לך,530,8,paraTi,G140
פן,780,15,queNo,G140
תדבר,606,12,hables,G140
עם,670,13,con,G140
יעקב,182,11,jacob,G140
מטוב,57,12,niBueno,G140
עד,74,11,ni,G140
רע,270,9,malo,G140
וישג,319,13,yAlcanzo,G140
לבן,732,12,laban,G140
את,401,5,**,G140
יעקב,182,11,jacob,G140
ויעקב,188,17,yJacob,G140
תקע,570,12,planto,G140
את,401,5,**,G140
אהלו,42,6,suTienda,G140
בהר,207,9,enElMonte,G140
ולבן,738,18,yLaban,G140
תקע,570,12,acampo,G140
את,401,5,con,G140
אחיו,25,7,susHermanos,G140
בהר,207,9,enMonteDe,G140
הגלעד,112,4,elGilead,G140
ויאמר,257,14,yDijo,G140
לבן,732,12,laban,G140
ליעקב,212,5,aJacob,G140
מה,45,9,que,G140
עשית,780,15,hiciste,G140
ותגנב,461,12,yEngañaste,G140
את,401,5,**,G140
לבבי,44,8,aMiCorazon,G140
ותנהג,464,14,yTeLlevaste,G140
את,401,5,**,G140
בנתי,462,12,misHijas,G140
כשביות,738,18,comoCautivasDe,G140
חרב,210,3,espada,G140
למה,75,12,porQue,G140
נחבאת,461,11,teEscondiste,G140
לברח,240,6,paraHuir,G140
ותנהג,464,14,yEngañaste,G140
אתי,411,6,Ami,G140
ולא,37,10,yNo,G140
הגדת,412,7,dijiste,G140
לי,40,4,aMi,G140
ואשלחך,845,17,yTeHabriaEnviado,G140
בשמחה,355,13,conAlegria,G140
ובשרים,1118,11,yConCanciones,G140
בתף,1202,5,conTamboril,G140
ובכנור,284,14,yConArpa,G140
ולא,37,10,yNo,G140
נטשתני,819,18,mePermitiste,G140
לנשק,480,12,besar,G140
לבני,92,11,aMisNietos,G140
ולבנתי,498,21,yAMisHijas,G140
עתה,475,16,ahora,G140
הסכלת,515,11,fuisteInsensato,G140
עשו,376,16,hacer,G140
יש,310,4,esta,G140
לאל,61,7,en,G140
ידי,24,6,miMano,G140
לעשות,806,14,elHacer,G140
עמכם,730,10,aVosotros,G140
רע,270,9,mal,G140
ואלהי,52,7,peroDiosDe,G140
אביכם,633,12,vuestroPadre,G140
אמש,341,8,anoche,G140
אמר,241,7,hablo,G140
אלי,41,5,ami,G140
לאמר,271,10,diciendo,G140
השמר,545,14,cuidado,G140
לך,530,8,paraTi,G130
מדבר,246,12,queDecir,G140
עם,670,13,a,G140
יעקב,182,11,jacob,G140
מטוב,57,12,niBueno,G140
עד,74,11,ni,G140
רע,270,9,malo,G140
ועתה,481,13,yAhora,G140
הלך,535,13,ir,G140
הלכת,455,14,fuiste,G140
כי,30,3,porQue,G140
נכסף,930,12,añorar,G140
נכספתה,615,12,añoraste,G140
לבית,442,10,aCasaDe,G140
אביך,513,9,tuPadre,G140
למה,75,12,porQue,G140
גנבת,455,14,hurtaste,G140
את,401,5,**,G140
אלהי,46,10,misDioses,G142
ויען,786,21,yRespondio,G142
יעקב,182,11,jacob,G142
ויאמר,257,14,yDijo,G142
ללבן,762,15,aLaban,G142
כי,30,3,porQue,G142
יראתי,621,9,temi,G142
כי,30,3,porQue,G142
אמרתי,651,12,dije,G142
פן,780,15,que,G142
תגזל,440,8,quitariasPorLaFuerza,G142
את,401,5,**,G142
בנותיך,968,23,tusHijas,G142
מעמי,160,7,deConMigo,G142
עם,670,13,con,G142
אשר,501,6,quien,G142
תמצא,531,9,encuentres,G142
את,401,5,**,G142
אלהיך,546,15,tusDioses,G142
לא,31,4,no,G142
יחיה,33,6,vivira,G142
נגד,57,12,ante,G142
אחינו,75,12,nuestrosHermanos,G142
הכר,225,9,mira,G142
לך,530,8,porTiMismo,G142
מה,45,9,que,G142
עמדי,124,7,conmigo,G142
וקח,114,6,yToma,G142
לך,530,8,siTuyo,G142
ולא,37,10,yNo,G142
ידע,37,10,sabia,G142
יעקב,182,11,jacob,G142
כי,30,3,que,G142
רחל,238,13,raquel,G142
גנבתם,1055,11,losHurto,G142
ויבא,19,10,yEntro,G142
לבן,732,12,laban,G142
באהל,38,11,enTiendaDe,G142
יעקב,182,11,jacob,G142
ובאהל,44,8,yEnTiendasDe,G142
לאה,36,9,lea,G142
ובאהל,44,8,yEnTiendasDe,G142
שתי,710,8,dosDe,G142
האמהת,451,10,lasServidoras,G142
ולא,37,10,yNo,G142
מצא,131,5,hallo,G142
ויצא,107,8,ySalio,G142
מאהל,76,13,deTiendaDe,G142
לאה,36,9,lea,G142
ויבא,19,10,yEntro,G142
באהל,38,11,enTiendaDe,G142
רחל,238,13,raquel,G142
ורחל,244,10,yRaquel,G142
לקחה,143,8,cogio,G142
את,401,5,**,G142
התרפים,1295,17,losIdolos,G142
ותשמם,1346,14,yLosPuso,G142
בכר,222,6,enAlbardaDe,G142
הגמל,78,15,elCamello,G142
ותשב,708,15,ySeSento,G142
עליהם,715,13,sobreEllos,G142
וימשש,656,17,yBusco,G142
לאה,36,9,lea,G142
את,401,5,por,G142
כל,50,5,toda,G142
האהל,41,5,laTienda,G142
ולא,37,10,yNo,G142
מצא,131,5,hallo,G142
ותאמר,647,17,yDijoElla,G142
אל,31,4,a,G142
אביה,18,9,suPadre,G142
אל,31,4,no,G142
יחר,218,11,hayaEnojo,G142
בעיני,142,7,enOjosDe,G142
אדני,65,11,miSeñor,G142
כי,30,3,que,G142
לוא,37,10,no,G142
אוכל,57,12,puedo,G142
לקום,736,16,levantarme,G142
מפניך,680,14,enTuPresencia,G142
כי,30,3,porQue,G142
דרך,704,11,usoDe,G142
נשים,960,15,mujeres,G142
לי,40,4,paraMi,G142
ויחפש,404,8,yRegistro,G142
ולא,37,10,yNo,G142
מצא,131,5,hallo,G142
את,401,5,**,G142
התרפים,1295,17,losIdolos,G142
ויחר,224,8,ySeEnfado,G142
ליעקב,212,5,jacob,G142
וירב,218,11,yRiño,G142
בלבן,734,14,conLaban,G142
ויען,786,21,yPregunto,G142
יעקב,182,11,jacob,G142
ויאמר,257,14,yDijo,G142
ללבן,762,15,laban,G142
מה,45,9,cual,G142
פשעי,460,10,miCrimen,G142
מה,45,9,cual,G142
חטאתי,428,14,miPecado,G142
כי,30,3,que,G142
דלקת,534,12,perseguiste,G142
אחרי,219,12,trasMi,G142
כי,30,3,pues,G142
מששת,1040,5,registraste,G142
את,401,5,**,G142
כל,50,5,todos,G142
כלי,60,6,misBienes,G142
מה,45,9,que,G142
מצאת,531,9,hallaste,G142
מכל,90,9,deTodos,G142
כלי,60,6,bienesDe,G142
ביתך,912,12,tuCasa,G142
שים,910,10,pon,G142
כה,25,7,aqui,G142
נגד,57,12,delanteDe,G142
אחי,19,10,misHermanos,G142
ואחיך,525,12,yTusHermanos,G142
ויוכיחו,66,12,yJuszguen,G142
בין,712,10,entre,G142
שנינו,416,11,nosotrosDos,G142
זה,12,3,ahora,G142
עשרים,1180,10,veinte,G142
שנה,355,13,año,G142
אנכי,81,9,yo,G142
עמך,610,7,contigo,G142
רחליך,748,19,tusOvejas,G142
ועזיך,593,17,yTusCabras,G142
לא,31,4,no,G142
שכלו,356,14,abortaron,G142
ואילי,57,12,yCarnerosDe,G142
צאנך,641,11,tuRebaño,G142
לא,31,4,no,G142
אכלתי,461,11,comi,G142
טרפה,294,15,desgarrado,G142
לא,31,4,no,G142
אכלתי,461,11,traje,G142
אליך,541,10,aTi,G142
אנכי,81,9,yo,G142
אחטנה,73,10,loPagaba,G142
מידי,64,10,deMiMano,G142
תבקשנה,857,20,loRequerias,G142
גנבתי,465,15,robadoDe,G142
יום,616,13,dia,G142
וגנבתי,471,12,yRobadoDe,G142
לילה,75,12,noche,G142
הייתי,435,12,estaba,G142
ביום,618,15,diaDe,G142
אכלני,111,3,meConsumia,G142
חרב,210,3,calor,G142
וקרח,314,8,yFrio,G142
בלילה,77,14,porLaNoche,G142
ותדד,414,9,yHuia,G142
שנתי,760,13,miSueño,G142
מעיני,180,9,deMisOjos,G142
זה,12,3,esto,G142
לי,40,4,paraMi,G142
עשרים,1180,10,veinte,G142
שנה,355,13,año,G142
בביתך,914,14,enTuCasa,G142
עבדתיך,986,23,teServi,G142
ארבע,273,12,cuatro,G142
עשרה,575,17,diez,G142
שנה,355,13,año,G142
בשתי,712,10,porDosDe,G142
בנתיך,962,17,tusHijas,G142
ושש,606,12,ySeis,G142
שנים,960,15,años,G142
בצאנך,643,13,porTuRebaño,G142
ותחלף,1244,11,yCambiaste,G142
את,401,5,**,G142
משכרתי,970,16,miSalario,G142
עשרה,575,17,diez,G142
מנים,700,7,veces,G142
לולי,76,13,siNo,G142
אלהי,46,10,diosDe,G142
אבי,13,4,miPadre,G142
אלהי,46,10,diosDe,G142
אברהם,808,16,abraham,G142
ופחד,98,17,yTemorDe,G142
יצחק,208,10,isaac,G142
היה,20,2,fue,G142
לי,40,4,paraMi,G142
כי,30,3,cierto,G142
עתה,475,16,ahora,G142
ריקם,910,10,conManosVacias,G142
שלחתני,798,24,meEnviarias,G142
את,401,5,**,G142
עניי,140,5,miAfliccion,G142
ואת,407,11,y**,G142
יגיע,93,12,trabajoDe,G142
כפי,110,2,misManos,G142
ראה,206,8,vio,G142
אלהים,646,16,dios,G142
ויוכח,50,5,yRespondio,G142
אמש,341,8,anoche,G142
ויען,786,21,yRespondio,G142
לבן,732,12,laban,G142
ויאמר,257,14,yDijo,G142
אל,31,4,a,G142
יעקב,182,11,jacob,G142
הבנות,463,13,lasMujeres,G142
בנתי,462,12,misHijas,G142
והבנים,673,16,yLosNiños,G142
בני,62,8,misHijos,G142
והצאן,802,10,yElRebaño,G142
צאני,151,7,miRebaño,G142
וכל,56,11,yTodo,G142
אשר,501,6,loQue,G142
אתה,406,10,tu,G142
ראה,206,8,viendo,G142
לי,40,4,paraMi,G142
הוא,12,3,el,G142
ולבנתי,498,22,yAcercaDeMisHijas,G142
מה,45,9,que,G142
אעשה,376,16,hare,G142
לאלה,66,12,sobreEstas,G142
היום,612,9,hoy,G142
או,7,7,o,G142
לבניהן,797,23,acercaDeSusHijos,G142
אשר,501,6,que,G142
ילדו,50,5,engendraron,G142
ועתה,481,13,yAhora,G142
לכה,55,10,ven,G142
נכרתה,675,18,cortemos,G142
ברית,612,9,pacto,G142
אני,61,7,yo,G142
ואתה,412,7,yTu,G144
והיה,26,8,ySera,G144
לעד,104,5,porTestigo,G144
ביני,72,9,entreMi,G144
ובינך,568,19,yEntreTi,G144
ויקח,124,7,yTomo,G144
יעקב,182,11,jacob,G144
אבן,703,10,piedra,G144
וירימה,271,8,yLaLevanto,G144
מצבה,137,11,pilar,G144
ויאמר,257,14,yDijo,G144
יעקב,182,11,jacob,G144
לאחיו,55,10,aSusHermanos,G144
לקטו,145,10,recoged,G144
אבנים,663,15,piedras,G144
ויקחו,130,4,yRecogieron,G144
אבנים,663,15,piedras,G144
ויעשו,392,14,eHicieron,G144
גל,33,6,monton,G144
ויאכלו,73,10,yComieron,G144
שם,900,9,alli,G144
על,100,1,juntoA,G144
הגל,38,11,elMonton,G144
ויקרא,317,11,yLlamo,G144
לו,36,9,aEl,G144
לבן,732,12,laban,G144
יגר,213,6,jegar,G144
שהדתא,710,8,sahaduta,G144
ויעקב,188,17,yJacob,G144
קרא,301,4,llamo,G144
לו,36,9,aEl,G144
גלעד,107,8,galaad,G144
ויאמר,257,14,yDijo,G144
לבן,732,12,laban,G144
הגל,38,11,elMonton,G144
הזה,17,8,elEste,G144
עד,74,11,testigo,G144
ביני,72,9,entreMi,G144
ובינך,568,19,yEntreTi,G144
היום,621,9,hoy,G144
על,100,1,por,G144
כן,720,9,esto,G144
קרא,301,4,llamo,G144
שמו,346,13,suNombre,G144
גלעד,107,8,galaad,G144
והמצפה,226,10,yLaMizpa,G144
אשר,501,6,pues,G144
אמר,241,7,dijo,G144
יצף,900,9,vigile,G144
יהוה,26,8,ashem,G144
ביני,72,9,entreMi,G144
ובינך,568,19,yEntreTi,G144
כי,30,3,cuando,G144
נסתר,710,8,nosSeparemos,G144
איש,311,5,uno,G144
מרעהו,321,6,deSuOtro,G144
אם,601,7,si,G144
תענה,525,12,maltratas,G144
את,401,5,**,G144
בנתי,462,12,misHijas,G144
ואם,607,13,ySi,G144
תקח,508,13,tomas,G144
נשים,960,15,mujeres,G144
על,100,1,ademasDe,G144
בנתי,462,12,misHijas,G144
אין,711,9,noHay,G144
איש,311,5,hombre,G144
עמנו,166,13,conNosotros,G144
ראה,206,8,mira,G144
אלהים,646,16,dios,G144
עד,74,11,testigo,G144
ביני,72,9,entreMi,G144
ובינך,568,19,yEntreTi,G144
ויאמר,257,14,yDijo,G144
לבן,732,12,laban,G144
ליעקב,212,5,aJacob,G144
הנה,60,6,heAqui,G144
הגל,38,11,elMonton,G144
הזה,17,8,elEste,G144
והנה,66,12,yHeAqui,G144
המצבה,142,7,elPilar,G144
אשר,501,6,que,G144
יריתי,630,9,levante,G144
ביני,72,9,entreMi,G144
ובינך,568,19,yEntreTi,G144
עד,74,11,testigo,G144
הגל,38,11,elMonton,G144
הזה,17,8,elEste,G144
ועדה,85,13,yTestigo,G144
המצבה,142,7,elPilar,G144
אם,601,7,que,G144
אני,61,7,yo,G144
לא,31,4,no,G144
אעבר,273,12,pasare,G144
אליך,541,10,hastaTi,G144
את,401,5,**,G144
הגל,38,11,elMonton,G144
הזה,17,8,elEste,G144
ואם,607,13,yQue,G144
אתה,406,10,tu,G144
לא,31,4,no,G144
תעבר,672,15,pasaras,G144
אלי,41,5,aMi,G144
את,401,5,**,G144
הגל,38,11,elMonton,G144
הזה,17,8,elEste,G144
ואת,407,11,y**,G144
המצבה,142,7,elPilar,G144
הזאת,413,8,elEste,G144
לרעה,305,8,paraDañar,G144
אלהי,46,10,diosDe,G144
אברהם,808,16,abraham,G144
ואלהי,52,7,yDiosDe,G144
נחור,264,12,nacor,G144
ישפטו,405,9,juzguen,G144
בינינו,128,11,entreNosotros,G144
אלהי,46,10,diosDe,G144
אביהם,618,15,suPadre,G144
יצחק,208,10,isaac,G144
וישבע,388,19,yJuro,G144
יעקב,182,11,jacob,G144
בפחד,94,13,porTemorDe,G144
אביו,19,10,suPadre,G144
יצחק,208,10,isaac,G144
ויזבח,33,6,yOfrecio,G144
יעקב,182,11,jacob,G144
זבח,17,8,sacrificio,G144
בהר,207,9,enElMonte,G144
ויקרא,317,11,yLlamo,G144
לאחיו,55,10,aSusHermanos,G144
לאכל,81,9,paraComer,G144
לחם,638,17,pan,G144
ויאכלו,73,10,yComieron,G144
לחם,638,17,pan,G144
וילינו,112,4,yPernoctaron,G144
בהר,207,9,enElMonte,G144
וישכם,936,18,ySeLevanto,G144
לבן,732,12,laban,G144
בבקר,304,7,porLaMañana,G144
וינשק,466,16,yBeso,G144
לבניו,98,17,aSusHijos,G144
ולבנותיו,510,6,yASusHijas,G144
ויברך,718,16,yBendijo,G144
אתהם,1006,7,aEllos,G144
וילך,546,15,yMarcho,G144
וישב,318,12,yRegreso,G144
לבן,732,12,laban,G144
למקמו,216,9,aSuLugar,G144
ויעקב,188,17,yJacob,G144
הלך,535,13,marcho,G144
לדרכו,260,8,enSuCamino,G144
ויפגעו,175,13,ySalieronAlEncuentro,G144
בו,8,8,deEl,G144
מלאכי,101,2,angelesDe,G144
אלהים,646,16,dios,G144
ויאמר,257,14,yDijo,G144
יעקב,182,11,jacob,G144
כאשר,521,8,cuando,G144
ראם,801,9,lesVio,G144
מחנה,103,4,campamentoDe,G144
אלהים,646,16,dios,G144
זה,12,3,este,G144
ויקרא,317,11,yLlamo,G144
שם,900,9,nombreDe,G144
המקום,751,13,elLugar,G144
ההוא,17,8,aquel,G144
מחנים,708,15,mahanaim,G144
וישלח,354,12,yEnvio,G152
יעקב,182,11,jacob,G152
מלאכים,701,8,mensajeros,G152
לפניו,176,14,delanteDeEl,G152
אל,31,4,a,G152
עשו,376,16,esau,G152
אחיו,25,7,suHErmano,G152
ארצה,296,17,aTierraDe,G152
שעיר,580,13,seir,G152
שדה,309,12,campoDe,G152
אדום,611,8,edom,G152
ויצו,112,4,eInstruyo,G152
אתם,1001,2,aEllos,G152
לאמר,271,10,diciendo,G152
כה,25,7,asi,G152
תאמרון,1347,15,direis,G152
לאדני,95,14,aMiSeñor,G152
לעשו,406,10,aEsau,G152
כה,25,7,asi,G152
אמר,241,7,dice,G152
עבדך,576,18,tuSiervo,G152
יעקב,182,11,jacob,G152
עם,670,13,con,G152
לבן,732,12,laban,G152
גרתי,613,10,habite,G152
ואחר,215,8,yPermaneci,G152
עד,74,11,hasta,G152
עתה,475,16,haora,G152
ויהי,31,4,yEs,G152
לי,40,4,paraMi,G152
שור,506,11,ganado,G152
וחמור,260,8,yAsno,G12
צאן,791,17,yRebaño,G152
ועבד,82,10,ySiervo,G152
ושפחה,399,21,ySierva,G152
ואשלחה,350,8,yEnvie,G152
להגיד,52,7,aDecir,G152
לאדני,95,14,aMiSeñor,G152
למצא,161,8,encontrar,G152
חן,708,15,favor,G152
בעיניך,642,12,enTusOjos,G152
וישבו,324,9,yVolvieron,G152
המלאכים,706,13,losMensajeros,G152
אל,31,4,a,G152
יעקב,182,11,jacob,G152
לאמר,271,10,diciendo,G152
באנו,59,14,fuimos,G152
אל,31,4,a,G152
אחיך,519,15,tuHermano,G152
אל,31,4,a,G152
עשו,376,16,esau,G152
וגם,609,15,yTambien,G152
הלך,535,13,viniente,G152
לקראתך,1231,7,aTuEncuentro,G152
וארבע,279,18,yCuatro,G152
מאות,447,15,cientos,G152
איש,311,5,hombres,G152
עמו,116,8,conEl,G152
ויירא,227,11,yTemio,G152
יעקב,182,11,jacob,G152
מאד,45,9,mucho,G152
ויצר,306,9,ySeAngustio,G152
לו,36,9,aEl,G152
ויחץ,924,15,yDividio,G152
את,401,5,**,G152
העם,675,18,elPueblo,G152
אשר,501,6,que,G152
אתו,407,11,conEl,G152
ואת,407,11,y**,G152
הצאן,796,22,lasOvejas,G152
ואת,407,11,y**,G152
הבקר,307,10,lasVacas,G152
והגמלים,694,19,yLosCamellos,G152
לשני,390,12,paraDos,G152
מחנות,504,9,grupos,G152
ויאמר,257,14,yDijo,G152
אם,601,7,si,G152
יבוא,19,10,viene,G152
עשו,376,16,esau,G152
אל,31,4,a,G152
המחנה,108,9,elGrupo,G152
האחת,414,9,elUno,G152
והכהו,42,6,yLeAtaca,G152
והיה,26,8,ySea,G152
המחנה,108,9,elGrupo,G152
הנשאר,556,16,elQueQuede,G152
לפליטה,164,11,aEscapar,G152
ויאמר,257,14,yDijo,G152
יעקב,182,11,jacob,G152
אלהי,46,10,diosDe,G152
אבי,13,4,miPadre,G152
אברהם,808,16,abraham,G152
ואלהי,52,7,yDiosDe,G152
אבי,13,4,miPadre,G152
יצחק,208,10,isaac,G152
יהוה,26,8,ashem,G152
האמר,246,12,elQueDijo,G152
אלי,41,5,aMi,G152
שוב,308,11,regresa,G152
לארצך,821,11,aTuTierra,G152
ולמולדתך,1016,8,aTuParentela,G152
ואיטיבה,43,7,yHareProsperar,G152
עמך,610,7,ati,G152
קטנתי,569,20,soyMenor,G152
מכל,90,9,queTodas,G152
החסדים,687,21,lasMercedes,G152
ומכל,96,15,yQueToda,G152
האמת,446,14,laFidelidad,G152
אשר,501,6,que,G152
עשית,780,15,hiciste,G152
את,401,5,a,G152
עבדך,576,18,tuSiervo,G152
כי,30,3,pues,G152
במקלי,182,11,conMiCayado,G152
עברתי,682,16,cruce,G152
את,401,5,**,G152
הירדן,919,19,elJordan,G152
הזה,17,8,elEste,G152
ועתה,481,13,yAhora,G152
הייתי,435,12,soy,G152
לשני,390,12,paraDos,G152
מחנות,504,9,grupos,G152
הצילני,195,15,salvame,G152
נא,51,6,ahora,G152
מיד,54,9,deLaManosDe,G152
אחי,19,10,miHermano,G152
מיד,54,9,deLaManosDe,G152
עשו,376,16,esau,G152
כי,30,3,pues,G152
ירא,211,4,temiendo,G152
אנכי,81,9,yo,G152
אתו,407,11,aEl,G152
פן,780,15,que,G152
יבוא,19,10,venga,G152
והכני,91,10,yMeAtaque,G152
אם,601,7,madre,G152
על,100,1,con,G152
בנים,662,14,niños,G152
ואתה,412,7,yTu,G152
אמרת,641,11,dijiste,G152
היטב,26,8,prosperar,G152
איטיב,32,5,areProsperar,G152
עמך,610,7,aTi,G152
ושמתי,756,18,yHare,G152
את,401,5,a,G152
זרעך,777,21,tuDesendencia,G152
כחול,64,10,comoArenaDe,G152
הים,615,12,elMar,G152
אשר,501,6,que,G152
לא,31,4,no,G152
יספר,350,8,puedeContarse,G152
מרב,242,8,deCantidad,G152
וילן,746,17,ySeQuedo,G152
שם,900,9,alli,G152
בלילה,77,14,porLaNoche,G152
ההוא,17,8,laAquella,G152
ויקח,124,7,yTomo,G152
מן,740,11,de,G152
הבא,8,8,loQueVino,G152
בידו,22,4,enSuMano,G152
מנחה,103,4,presente,G152
לעשו,406,10,paraEsau,G152
אחיו,25,7,suHermano,G152
עזים,687,21,cabras,G152
מאתים,1051,7,docientas,G152
ותישים,1326,12,yMachosCabrios,G152
עשרים,1180,10,veinte,G152
רחלים,848,20,ovejas,G152
מאתים,1051,7,docientas,G152
ואילים,657,18,yCarneros,G152
עשרים,1180,10,veinte,G152
גמלים,683,17,camellos,G152
מיניקות,616,13,hembras,G152
ובניהם,673,16,ySusCrias,G152
שלשים,1240,7,treinta,G152
פרות,686,20,vacas,G152
ארבעים,883,19,cuarenta,G152
ופרים,896,23,yToros,G152
עשרה,575,17,diez,G152
אתנת,851,14,asnas,G152
עשרים,1180,10,veinte,G152
ועירם,886,22,yAsnos,G152
עשרה,575,17,diez,G152
ויתן,1116,9,yDio,G152
ביד,16,7,enManoDe,G152
עבדיו,92,10,susSiervos,G152
עדר,274,13,rebaño,G152
עדר,274,13,rebaño,G152
לבדו,42,6,porSiMismo,G152
ויאמר,257,14,yDijo,G152
אל,31,4,a,G152
עבדיו,92,10,susSiervos,G152
עברו,278,17,id,G152
לפני,170,8,delanteDeMi,G152
ורוח,220,4,yEspacio,G152
